Sector,Metric,Ranked Avg metric,Unranked Avg metric,Ranked Median metric,Unranked Median metric,Ranked Count,Unranked Count,T-Statistic,T-Test P-Value,MWU P-Value,Normalized By Revenue,T-Test Significant,MWU Significant
Financials,TotalRevenue,21703527729.83051,40682935095.777,13584819183.0,30131345554.0,59,287,-4.812238030327396,4.6028784652294245e-06,2.2844373446925595e-05,False,True,True
Financials,DilutedEPS,3.598033898305085,5.9948048780487815,1.515,3.064,59,287,-3.183725773904572,0.001711195207705386,0.059433975835262554,False,True,False
Financials,GrossProfitIncr per,16.927727272727278,-0.6609767441860468,9.02,2.7,44,215,1.3522825791745259,0.18101079158195016,0.025687030235484264,False,False,True
Financials,OperatingIncomeIncr per,16.95818181818182,-0.44051162790697745,9.18,2.7,44,215,1.3363879267394847,0.18611954961219254,0.027729551594344717,False,False,True
Health Care,TotalRevenue,22785038086.225807,55474919369.659836,19730880283.0,27282547479.5,31,244,-5.068642364116483,1.2085403413278497e-06,0.003579919477286471,False,True,True
Health Care,DilutedEPS,2.8625483870967745,6.107934426229508,3.462,4.449,31,244,-3.9067982939449997,0.000161719001062118,0.03991022888994058,False,True,True
Health Care,fullTimeEmployees,51322.213483146064,64380.44901610018,53000.0,47922.0,89,559,-2.788590191828905,0.005779779312548007,0.6237419770572972,False,True,False
Health Care,Gross Margin per,64.82258064516131,56.54922131147542,68.53,68.11,31,244,2.7423539177826344,0.00814241953835152,0.32502490922377625,False,True,False
Industrials,DilutedEPS,2.160125,5.9029890710382515,1.1955,3.65,40,183,-4.983579318328251,1.6824360878672187e-06,1.8823907607495947e-05,False,True,True
Industrials,TotalRevenue,12490202943.173,23816015029.46437,7896531527.0,15898000000.0,40,183,-4.561446821747255,1.2619605227096327e-05,0.003557630339647379,False,True,True
Industrials,TotalRevenueIncr per,12.770624999999999,5.408222222222221,11.485,5.14,32,135,2.936254768109672,0.005205774596571623,0.0023693533337535524,False,True,True
Industrials,NetIncome,-427960490.77606916,93543276.67236538,-316998831.19063526,-14093680.7001189,40,183,-2.1872468814863213,0.030058354095282302,0.0004344665256816926,True,True,True
Industrials,Net Margin per,6.923249999999999,10.309398907103825,6.955,10.24,40,183,-2.043646162795516,0.04603125096510917,0.0005213474753733517,False,True,True
Industrials,Operating Margin per,9.693499999999998,12.566939890710383,9.34,12.47,40,183,-1.6527113912844476,0.10433492722461216,0.003979447824136402,False,False,True
Industrials,GrossProfitIncr per,53.9634375,5.317407407407407,13.489999999999998,7.05,32,135,1.5670290883059372,0.1271662693058039,0.004802840877651491,False,False,True
Industrials,OperatingIncome,-284614803.4914554,62210886.0090617,-347012248.80245364,-89031363.68481398,40,183,-1.250044829662148,0.2132950129593217,0.010209276248580848,True,False,True
Information Technology,fullTimeEmployees,51433.44736842105,87422.22064777328,34815.5,36000.0,114,494,-4.587672129055323,5.554532046813642e-06,0.3073059836438906,False,True,False
Information Technology,Stock_Performance per,9.932469135802469,27.469045936395762,9.085,16.549999999999997,162,566,-4.581728259180128,6.0884264922783435e-06,0.0023120763192004067,False,True,True
Information Technology,Operating Margin per,9.879342105263158,20.90300469483568,10.8,20.23,76,213,-3.420582824518084,0.0009210029302348825,0.00016963982039891153,False,True,True
Information Technology,Net Margin per,4.97236842105263,15.466572769953052,8.885000000000002,16.03,76,213,-2.7798817102566336,0.0064947676363650165,8.641219491607044e-05,False,True,True
Information Technology,Gross Margin per,40.86,50.614600938967136,41.76,49.35,76,213,-2.58048785282637,0.0112588242850935,0.009223337393615775,False,True,True
Information Technology,GrossProfit,-1954233200.902953,697285085.7681862,-814080586.0963167,-222742058.4340763,76,213,-2.351959667901047,0.019569013675681417,0.030465372236685835,True,True,True
Information Technology,OperatingIncome,-1311467728.7837167,467941537.03080887,359221883.7401949,1164448591.7864146,76,213,-2.25821180732655,0.02477396317093437,0.017320826011454262,True,True,True
Information Technology,NetIncome,-1115664495.1290617,398077472.4404141,161797280.9404763,1030011406.4172308,76,213,-2.113557061756677,0.03550311863327181,0.020917059807554674,True,True,True
Information Technology,TotalRevenueIncr per,4.8692982456140355,12.422578616352201,5.72,9.18,57,159,-2.0550908163544133,0.04233944629448638,0.10225386427287762,False,True,False
Information Technology,DilutedEPS,-21.91275,0.9301126760563381,1.6960000000000002,2.94,76,213,-1.5764769043504394,0.1187211958089701,0.012178330309435857,False,False,True
Information Technology,TotalRevenue,37039616696.56579,39170020010.18779,7524435353.0,19093000000.0,76,213,-0.19979877011072,0.8420149350955153,0.0097527706114963,False,False,True
Materials,TotalRevenue,7945111213.5,27709419446.08982,4523758893.5,15741400000.0,24,167,-6.184736794527711,4.094391517192457e-09,9.846230101623469e-07,False,True,True
Materials,fullTimeEmployees,16371.918918918918,33813.23498694517,10582.0,22200.0,37,383,-5.723899057459423,3.0104094244322315e-07,2.944924780460581e-05,False,True,True
Materials,DilutedEPS,1.4688333333333334,6.524263473053893,1.7080000000000002,4.47,24,167,-5.620001613561105,3.482546806937938e-07,3.526247889556043e-05,False,True,True
Materials,OperatingIncome,-1549235844.2633789,222644672.22946742,-1983134482.7179055,-810027587.6496735,24,167,-4.323047726008386,3.8279584865274e-05,0.000545657691038582,True,True,True
Materials,NetIncome,-1299911482.8105137,186813626.2721695,-1257678191.3336887,-484857300.8506527,24,167,-4.284342278397655,5.313832679586109e-05,0.000969182836001212,True,True,True
Materials,GrossProfit,-2516542812.8167844,361658847.3509147,-3343814514.175764,-1634767325.20191,24,167,-3.8902621311095027,0.0001965776424997873,0.0010993539472637915,True,True,True
Materials,Stock_Performance per,3.7206000000000006,15.274545454545454,8.55,10.74,50,429,-2.406047307978974,0.018294614273856556,0.23395090340935365,False,True,False
Materials,Operating Margin per,11.065416666666666,17.65461077844311,5.08,16.23,24,167,-2.375030719824579,0.024662846793101018,0.005402062788406086,False,True,True
Materials,Net Margin per,7.0275,12.073532934131736,5.285,11.65,24,167,-2.000774534875123,0.05492457633006939,0.02066353116324388,False,False,True
Real Estate,NetIncome,677075395.2687979,-58035033.880182646,307069820.80260575,-181299197.5162058,12,140,2.066064395470321,0.058665519293980145,0.04988110146258283,True,False,True
Real Estate,fullTimeEmployees,7533.6,5603.716129032258,4314.0,2500.0,30,310,0.9273745845592131,0.3600598888358202,0.00039840029105359836,False,False,True
Utilities,TotalRevenue,9535006276.982609,22872842911.22816,3141601699.0,12013532500.0,23,174,-3.26086232134673,0.0018402716917899303,0.0003069218853627669,False,True,True
Utilities,Gross Margin per,59.88347826086956,43.57454022988506,54.43,42.83,23,174,2.8998938236434997,0.007566650892984484,0.022238255095509786,False,True,True
Utilities,Operating Margin per,24.783478260869565,19.395632183908045,24.73,19.13,23,174,1.998279549277437,0.05551021822910482,0.03459145124556985,False,False,True
Utilities,DilutedEPS,1.397391304347826,2.33317816091954,0.705,2.069,23,174,-1.2831065004090247,0.21125272693652125,0.014374062109242365,False,False,True
Utilities,OperatingIncome,-133708304.97779919,17674086.290169004,-641566558.4785204,-135198036.29803538,23,174,-0.3318257692487801,0.7409143389844247,0.04009412917048167,True,False,True
