,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ReportDate_2024,Average Rank,Sum of Rank,Years Appeared,Adjusted Score,2016_Ranking,2017_Ranking,2018_Ranking,2019_Ranking,2020_Ranking,2021_Ranking,2022_Ranking,2023_Ranking,2024_Ranking,2025_Ranking,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,TotalRevenueIncr_2022,TotalRevenueIncr_2023,TotalRevenueIncr_2024,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,NetIncomeIncr_2022,NetIncomeIncr_2023,NetIncomeIncr_2024,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,OperatingIncomeIncr_2022,OperatingIncomeIncr_2023,OperatingIncomeIncr_2024,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,GrossProfitIncr_2022,GrossProfitIncr_2023,GrossProfitIncr_2024,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,DilutedEPSIncr_2022,DilutedEPSIncr_2023,DilutedEPSIncr_2024,2015_Stock_Performance,2016_Stock_Performance,2017_Stock_Performance,2018_Stock_Performance,2019_Stock_Performance,2020_Stock_Performance,2021_Stock_Performance,2022_Stock_Performance,2023_Stock_Performance,2024_Stock_Performance,2025_Stock_Performance
252,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,12/31/2024,44,220,5,0.113636364,,,95,7,14,,,,47,57,27664680356,29253046121,21007361049,17083036632,5.741493285,-28.18744085,-18.68071105,711856256.1,655408871.2,442898227.8,-1702012691,-7.929604385,-32.42413289,-484.2897948,1056135735,984157585.1,685106399.2,-1451178873,-6.81523667,-30.38651436,-311.8180292,2219062732,2220498040,2860264588,2541805696,0.064680821,28.81184926,-11.13389626,0.621046593,2.944220886,2.725704492,1.840138054,374.0740742,-7.421875004,-32.48945146,20.77653492,45.21324494,49.49155371,-10.36869308,28.42210125,-7.497396978,-9.036413788,-2.523954007,-25.835972,-57.86326684,22.37458544
253,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,12/31/2024,73.5,147,2,0.027210884,,,,,,,59,,88,,21476711262,24194365150,29166188154,30568143334,12.65395737,20.54950801,4.806782335,2410580851,7427257220,10933870299,11177688591,208.110687,47.21275937,2.229935835,3013226064,9284071525,13667337874,13972110739,208.1106869,47.21275937,2.229935835,6659229601,20517798070,30204816702,30878364733,208.110687,47.21275938,2.229935833,1.062679726,3.514663683,5.802185301,6.601495268,230.7359308,65.08507853,13.77601585,-4.730978448,-45.86138522,14.97786958,-35.74527091,35.93721683,-41.61832375,79.2005067,3.576742605,94.38737447,68.53443814,46.36602381
254,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,12/31/2024,62.5,500,8,0.128,47,,,65,46,79,78,38,76,71,60315125062,69089133320,68549742853,69880392683,14.54694531,-0.780716794,1.941144889,6956871930,8788959380,7460609722,6606095613,26.33493139,-15.11384455,-11.45367659,11070730567,11186889281,11548016374,12938470691,1.049241631,3.228127891,12.0406334,25514664204,27794135218,28953422192,31477861584,8.933964389,4.170976952,8.718967227,2.438182921,2.668200178,3.438757988,2.944220886,9.433962277,28.87931034,-14.3812709,11.905265,13.57068061,24.67572125,0.093440959,6.225041224,3.068420315,-10.77244081,5.712385893,-8.598881905,19.20910435,0.83199299
255,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,,22,44,2,0.090909091,,,,,,,,,24,20,2429225845,2502720676,2424120172,2619345014,3.025442494,-3.140602335,8.053430859,609187499,-76316387.18,275303305.1,170502632.6,-112.5275695,-460.7394365,-38.06734992,833568426.1,829537631,599513590.8,652854445.9,-0.483558995,-27.72918691,8.897355443,2206457236,2246899547,2070082002,2227820450,1.832907085,-7.869401426,7.61991302,0.890805717,-0.111518664,0.40307951,0.249909296,-112.5188536,-461.4457845,-38.00000005,3.371833413,-2.764589891,-8.706022433,-10.54599264,33.46281182,-3.745198213,20.62368534,-9.339073601,6.188139488,-1.180631174,7.975140973
256,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,12/31/2024,23.5,94,4,0.170212766,25,,,23,24,22,,,,,11286946788,13479011245,12029902527,11890742087,19.42123497,-10.75085325,-1.15678776,1479010961,1755031669,446233478.1,501437619.7,18.66251943,-74.5740498,12.37113402,1642323213,2261069634,723404272.4,686601511.4,37.67507005,-68.00610377,-5.087440371,3893042070,4935020243,3530764891,5483611401,26.76514033,-28.45490561,55.30944626,2.771707944,3.289246771,0.839562987,0.943070753,18.67219914,-74.47552448,12.32876718,30.10496454,43.62133892,15.80481211,-11.24935301,46.9433971,3.461136528,13.66908983,9.064836821,1.952665731,-18.45833271,-11.11897916
257,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,12/31/2024,33,132,4,0.121212121,,,3,29,34,66,,,,,19852789429,23044278866,25352502038,24717654409,16.07577337,10.01646953,-2.504082745,201265099.6,264519845.2,254169068.7,186313978,31.42857143,-3.913043459,-26.69683256,803910312.3,730304790.1,963772305.7,1056929295,-9.155937058,31.96850394,9.665871155,3496262302,3964347420,4543990907,4693502124,13.38815791,14.62140992,3.290306254,-5.232892591,0.828062124,1.081081107,1.035077655,-115.8241758,30.55555564,-4.255319208,38.18003747,18.69700501,16.82181319,-59.4981763,32.59378771,2.69849382,-18.92432082,-36.10206229,-16.25764026,-32.35864069,-3.987005733
258,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,12/31/2024,43.66666667,262,6,0.13740458,,,82,42,33,27,37,,,41,5493557347,11898880098,12017808220,9481995624,116.5969944,0.999490045,-21.10045817,1004664774,1974711950,2606262281,2156729206,96.55431355,31.98189645,-17.24819019,999224865.5,2101136335,3919934538,3116166836,110.2766262,86.56259819,-20.50462053,2136008101,3404236998,5410306051,4777663138,59.37378685,58.92859558,-11.69329252,2.886716572,5.681426241,7.49856257,6.210465932,96.81274899,31.98380568,-17.17791411,-21.51283379,31.88118504,35.44556539,89.35088413,19.18621272,57.28568556,43.71583219,-19.64970915,8.558489465,-15.9760964,-1.457434445
259,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,12/31/2024,24.625,197,8,0.324873096,,,96,34,37,21,1,2,3,3,17926394904,16660149905,17690627216,19890742276,-7.063578627,6.185282347,12.43661422,154111562,-1807935638,88556643.84,573893055.6,-1273.134328,-104.8982188,548.0519481,492236929.4,-1324899399,41403106.21,849913763.6,-369.1588786,-103.125,1952.777778,1789534257,135710181.5,1475560702,2365727486,-92.41645244,987.2881354,60.32735778,0.149511217,-1.794134603,0.092006903,0.563542279,-1299.999999,-105.1282051,512.499998,110.4679726,-2.76502384,-5.570025226,12.27594816,38.28023336,120.656997,-30.32643286,2.167245285,5.307126063,-54.65557214,-0.116226346
260,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,,66.66666667,400,6,0.09,,,,,90,62,45,27,93,83,957983643.4,828219308,807752610.5,792027537.8,-13.545569,-2.471168844,-1.946768416,69856287.58,-20223883.56,5824605.859,14824520.68,-128.950699,-128.8006299,154.5154306,107335634.5,-18893757.14,9082848.668,20105406.63,-117.6025019,-148.0732794,121.3557372,503769614.2,391187999.9,383686372.3,396380091.9,-22.34783741,-1.917652791,3.30835821,0.064971216,-0.018981787,0.005477965,0.013758611,-129.2156868,-128.8590584,151.1628132,41.56152589,-0.544736516,27.12656567,46.51064682,-3.975646291,8.582140578,-46.49062493,2.1260073,-51.46230343,34.29459155,-6.581532969
261,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,12/31/2024,48,144,3,0.0625,91,28,25,,,,,,,,10025302135,11035077892,358826920.5,341575626.3,10.07227257,-96.74830641,-4.807692292,28397930517,-1161587147,465784944.9,-6905118047,-104.0903937,-140.0990099,-1582.469136,608395644.1,650948836.6,-167912597.4,-156411734.6,6.994328923,-125.795053,-6.849315047,4428982278,4880966188,104657851.8,98907420.4,10.20514153,-97.85579642,-5.494505478,1.449108717,26.30247331,-1.127084558,0.448533651,1715.079366,-104.2850896,-139.7959184,18.28868923,21.28341953,31.76606361,-0.581006069,28.55505483,7.856534067,18.1401655,-23.4972848,10.93537217,-73.41751538,11.63692569
262,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,12/31/2024,11,11,1,0.090909091,,,,,,,,,,11,101678086.1,71541561.73,59778314.15,66350622.92,-29.63915385,-16.44253675,10.99446992,10984694.79,2483933.16,253174.4082,446517.4429,-77.38732657,-89.80751929,76.36752706,12223512.35,174448.9168,-3442250.947,-3591643.149,-98.57284133,-2073.214285,4.339956741,20298275.95,7480106.795,1321437.001,1609690.81,-63.14905358,-82.33398216,21.81366261,0.132055663,0.029797175,0.00237023,0.003724647,-77.43589762,-92.04545397,57.14285112,4.285729059,28.05555931,64.40215953,79.57167463,-25.16129629,-44.35926072,4.441066698,-44.29908102,24.79440902,0.903878306,-33.24213371
263,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,12/31/2024,88,88,1,0.011363636,,,88,,,,,,,,5495112263,6718804069,6917768996,7416906443,22.26873169,2.961314617,7.215295094,223116739,-73605522.16,296722261.2,578493400.7,-132.9896907,-503.125,94.96124031,361127093.1,155261648.3,519839000.2,782058672.9,-57.00636943,234.8148148,50.44247788,2399079988,2496837322,2986774079,3421506694,4.074784271,19.62229388,14.55525606,0.379528474,-0.126509491,0.506037965,0.977573341,-133.3333332,-500.0000008,93.18181809,12.6704113,3.588946351,23.24270772,-19.64290206,-25.60567295,-12.90246814,53.4723992,-34.5638869,70.45151507,32.9807943,16.33047245
264,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,9/30/2024,59.66666667,179,3,0.05027933,33,,,71,75,,,,,,13550973625,13168684027,13780476318,13916501791,-2.821122737,4.645811911,0.987088326,3518611515,3670753750,4638404150,4506246700,4.323928184,26.36108184,-2.84920084,4398264394,4588442188,5798005188,5632808375,4.32392819,26.36108183,-2.849200848,9720164311,10140457235,12813591465,12448506509,4.323928182,26.36108183,-2.849200843,0.4106551,0.88835593,0.982477821,1.25839679,116.3265305,10.59506531,28.08398959,8.889667024,3.680013332,1.601162536,-14.89685638,4.762828509,-17.08100452,16.02761933,14.45740203,4.693582672,49.39616508,6.198924337
265,WPM.TO,Wheaton Precious Metals Corp,Canada,Financials,44,USD,12/31/2024,31.5,63,2,0.063492063,,,,,,,,,26,37,1201665000,1065053000,1016045000,1284639000,-11.36855946,-4.601461148,26.43524647,754885000,669126000,537644000,529140000,-11.36053836,-19.64981184,-1.581715782,604541000,509589000,512531000,738651000,-15.7064616,0.577328004,44.11830699,658925000,565480000,573440000,802587000,-14.18143188,1.407653675,39.96006557,1.673,1.479,1.186,1.165,-11.59593545,-19.81068289,-1.770657673,-26.14812081,49.00798698,8.420125691,-2.941025775,49.50032126,41.37510184,-0.112149634,-0.232222673,21.51067255,24.63082559,50.49518846
266,WKL.AS,Wolters Kluwer NV,Netherlands,Health Care,21200,EUR,12/31/2024,77,77,1,0.012987013,,77,,,,,,,,,5487061659,6271420505,6422081808,6803910454,14.29469714,2.402347329,5.945558736,837262814.5,1181138613,1158136888,1240943100,41.07142853,-1.947419612,7.149950309,1197239821,1453709063,1529614757,1668775198,21.42170996,5.221518936,9.097744407,3906843106,4456584349,4609545825,4933870157,14.07123931,3.432258071,7.035928144,3.197239869,4.611845998,4.7038529,5.198390002,44.24460431,1.995012454,10.51344743,27.1890832,15.4560392,29.45556893,20.66486728,29.25287982,8.919049152,50.15452238,-5.133824505,33.39195058,25.19586577,-10.1009538
267,WDAY,Workday Inc,USA,Health Care,20515,USD,1/31/2025,72.75,291,4,0.054982818,,,,81,77,95,38,,,,5139000000,6216000000,7259000000,8446000000,20.95738471,16.77927928,16.35211462,29000000,-367000000,1381000000,526000000,-1365.517241,-476.2942779,-61.91165822,-116000000,-182000000,183000000,499000000,56.89655172,-200.5494505,172.6775956,3711000000,4506000000,5488000000,6377000000,21.42279709,21.79316467,16.19897959,0.12,-1.44,5.21,1.95,-1300,-461.8055556,-62.57197697,-1.882181522,-15.04049934,52.41947246,56.35472101,5.052570714,42.6429765,15.15555341,-38.47256689,61.72232132,-4.285248426,-9.245048152
268,WSP.TO,WSP Global Inc,Canada,Industrials,72600,CAD,12/31/2024,34,102,3,0.088235294,63,,,,,,,,12,27,7481531019,8685231343,10507958832,11766829360,16.08895721,20.98651627,11.98016235,344704603.6,314280928.7,400311511.8,495949571.1,-8.826013515,27.37378417,23.89090907,548863474.6,660004507,870713930,1050199055,20.2493038,31.92545214,20.61355846,5727802678,6519400497,7931262807,8859403243,13.82027042,21.65632117,11.70230339,2.947748405,2.605664022,3.202492094,3.915774424,-11.60493828,22.90502793,22.27272727,27.83044526,10.19273893,37.57194685,-1.447751613,57.58586542,38.39901441,52.37306973,-13.30861775,18.49966735,39.89556065,7.228268437
269,XRX,Xerox Holdings Corp,USA,Information Technology,17600,USD,12/31/2024,52.25,209,4,0.076555024,,,,,,70,26,36,77,,7038000000,7107000000,6886000000,6221000000,0.980392157,-3.109610243,-9.657275632,-455000000,-322000000,1000000,-1321000000,-29.23076923,-100.310559,-132200,320000000,212000000,353000000,159000000,-33.75,66.50943396,-54.95750708,2403000000,2318000000,2314000000,1960000000,-3.53724511,-0.172562554,-15.29818496,-2.56,-2.15,-0.09,-10.75,-16.015625,-95.81395349,11844.44444,-20.78010788,-13.38448608,15.36666199,-30.32119112,95.19274434,-35.68570661,2.303797748,-32.04265413,32.36872816,-47.94135799,-36.25300908
270,0968.HK,Xinyi Solar Holdings Ltd,China,Information Technology,9645,CNY,12/31/2024,48.25,193,4,0.082901554,,,,,,,42,12,63,76,1826819494,2523697051,3361667659,3049728314,38.14703967,33.20408873,-9.279303508,559980472.4,469278957.7,534607125.9,140266138.8,-16.19726386,13.92096686,-73.76276297,748937820.8,654157455.7,779296331.5,358276852.3,-12.65530495,19.12977903,-54.02559491,800860978.1,756531469.4,899577773.4,483185868,-5.535231446,18.9081763,-46.28748261,0.063180996,0.052662911,0.059352254,0.015678909,-16.64754541,12.70218997,-73.58329643,50.94968696,-15.96984071,28.57468931,-4.508764608,104.2046853,272.451475,-33.6180354,-34.34312336,-44.92265736,-25.84448143,-24.50331173
271,XPEV,XPeng Inc,China,Consumer Discretionary,15364,CNY,12/31/2024,28.5,57,2,0.070175439,,,,,,,,,25,32,2919884685,3736104500,4267677681,5685351868,27.95383733,14.22800623,33.21886733,-676557599.7,-1271420708,-1443485678,-805545914.3,87.92497617,13.53328359,-44.1943951,-915331808,-1211118955,-1519027972,-958873544.5,32.3147458,25.42351564,-36.87584678,364851838.4,429659295.6,62765025.39,813267672.8,17.76267799,-85.39190795,1195.733839,-0.823594885,-1.485809691,-1.65831943,-0.851419036,80.40540538,11.61048686,-48.65771813,,,,,,83.07359401,7.23684904,-80.55555597,37.25305734,-16.9930089,65.6871269
272,1585.HK,Yadea Group Holdings Ltd,China,Consumer Discretionary,12002,CNY,12/31/2024,41.66666667,125,3,0.072,,,,,,,,64,42,19,3751743482,4321013240,4836221089,3928247935,15.1734723,11.92331105,-18.77443436,190525181.9,300653034.5,367300781.1,177013634.8,57.80225559,22.16766137,-51.80689944,171435309.8,336739846,368239011.5,189654981.6,96.42385597,9.354154513,-48.49677093,570601561.3,781025463.4,818759047.3,596686286,36.87755456,4.831287284,-27.12309098,0.065386756,0.101419032,0.122426267,0.058569839,55.10638271,20.71330655,-52.15909099,,13.9999867,60.36991169,10.38414777,-30.57769145,632.8881214,-6.509603453,-11.76993257,6.301657485,-0.921661972,-1.50684797
273,6841.T,Yokogawa Electric Corp.,Japan,Industrials,,JPY,3/31/2025,82,82,1,0.012195122,,,,82,,,,,,,2666463824,3121778964,3694003779,3846181263,17.07561662,18.33008748,4.119581167,145441243.2,266166980.9,421852780.6,356459957.5,83.00653587,58.49177805,-15.50133746,209733015.7,303705278.9,538899231.7,571198991.5,44.80566061,77.44150963,5.993654825,1181816957,1398258858,1743154366,1829002108,18.31433368,24.66606995,4.924850241,0.544849007,0.997168743,1.605960743,1.370568465,83.01744707,61.05205406,-14.65741171,12.23931937,17.77794575,27.89152264,-10.7350767,6.645246395,9.631796612,2.022913209,0.650734782,30.50902016,28.62621717,8.46918037
274,3898.HK,Zhuzhou CRRC Times Electric Co Ltd,China,Industrials,10010,CNY,12/31/2024,33,33,1,0.03030303,,,,,,,,,33,,2062329516,2476872333,3033480178,3443407353,20.10070718,22.47220568,13.5134285,280703228.6,355568084.2,423032850.5,515106557.4,26.67046474,18.97379695,21.76514348,274351179,282188335.2,353462299.1,488925106.7,2.856614733,25.25758687,38.32454209,552255299.9,663111678.9,707560594.6,934194781,20.07339341,6.703081414,32.03035728,0.226766835,0.250417364,0.299109629,0.364496385,10.42944794,19.44444436,21.86046508,0.230317664,-11.53830073,30.38444842,-15.16185786,-32.50900757,13.97515296,34.96941877,-13.95353361,-40.79016127,47.49485749,-4.878044242
275,META,Meta Platforms,USA,Communication Services,76834,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1.18E+11,1.17E+11,1.35E+11,1.65E+11,-0.847457627,15.38461538,22.22222222,39370000000,23200000000,39098000000,62360000000,-41.07188214,68.52586207,59.49664944,46753000000,28944000000,46751000000,69380000000,-38.09167326,61.52224986,48.40324271,95280000000,91360000000,1.09E+11,1.34E+11,-4.114189757,19.30823117,22.93577982,13.77,8.59,14.87,23.86,-37.61801017,73.10826542,60.45729657,35.17436147,12.8494446,52.08134725,-25.03376892,58.46962994,31.49695838,25.3220581,-64.42802652,188.1941179,68.93386314,24.60958734
276,NFLX,Netflix,USA,Communication Services,14000,USD,12/31/2024,0,0,0,0,,,,,,,,,,,29697844000,31615550000,33723297000,39000966000,6.457391318,6.666804784,15.64991999,5116228000,4491924000,5407990000,8711631000,-12.20242726,20.39362198,61.0881492,6194509000,5632831000,6954003000,10417614000,-9.067353038,23.4548489,49.80744184,12365161000,12447265000,14007929000,17962502000,0.663994589,12.53820819,28.23096119,11.24,9.95,12.03,19.83,-11.47686833,20.90452261,64.83790524,137.4498632,13.57798445,53.61716399,30.58642458,24.69530973,60.86783718,13.56030183,-51.30859596,63.34966412,86.35112236,47.75209326
277,TMUS,T-Mobile US,USA,Communication Services,70000,USD,12/31/2024,0,0,0,0,,,,,,,,,,,80118000000,79571000000,78558000000,81400000000,-0.682742954,-1.273076875,3.617709208,3024000000,2590000000,8317000000,11339000000,-14.35185185,221.1196911,36.33521703,6892000000,8107000000,14241000000,18010000000,17.62913523,75.66300728,26.46583807,43513000000,43365000000,48370000000,51747000000,-0.340128238,11.54156578,6.981600165,2.65,2.41,2.06,6.93,-9.056603774,-14.52282158,236.407767,46.64205814,47.99280733,9.311512745,-1.032867894,24.1927903,68.96556002,-13.24645667,20.93986938,15.84883798,39.65900447,6.62862262
278,DIS,The Walt Disney Company,USA,Communication Services,177080,USD,9/30/2024,0,0,0,0,,,,,,,,,,,67418000000,82722000000,88898000000,91361000000,22.70016909,7.465970359,2.770591014,1995000000,3145000000,2354000000,4972000000,57.64411028,-25.15103339,111.2149533,3659000000,6770000000,8992000000,11914000000,85.02323039,32.82127031,32.4955516,22287000000,28321000000,29697000000,32663000000,27.07407906,4.858585502,9.987540829,1.09,1.72,1.29,2.72,57.79816514,-25,110.8527132,13.41700663,2.585429971,3.685739694,0.0472707,34.6226097,24.6954313,-14.44638757,-44.2469407,1.802952016,24.08923767,9.992574426
279,VZ,Verizon Communications,USA,Communication Services,99400,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1.34E+11,1.37E+11,1.34E+11,1.35E+11,2.23880597,-2.189781022,0.746268657,22065000000,21256000000,11614000000,17506000000,-3.666440063,-45.36130975,50.73187532,32448000000,30467000000,28718000000,28686000000,-6.10515286,-5.740637411,-0.111428372,77312000000,77702000000,79087000000,80691000000,0.504449503,1.782450902,2.028146219,4.3,5.32,5.06,2.75,23.72093023,-4.887218045,-45.65217391,4.362101975,22.15308418,2.85785925,8.904466043,13.60543622,-1.135670608,-7.364001649,-20.19058387,1.757641647,11.95009942,9.296401259
280,SPOT,Spotify Technology,Sweden,Communication Services,7258,EUR,12/31/2024,0,0,0,0,,,,,,,,,,,11304032507,13711459372,15488675902,18325207021,21.29706247,12.96154174,18.31358043,-39753527.64,-502765202.5,-622025785.4,1330573955,1164.705882,23.72093023,-313.9097745,109906811.7,-770516903.4,-521472744.9,1595987213,-801.0638299,-32.32169955,-406.0538117,3029452651,3421141820,3971845100,5523401899,12.92937088,16.09706083,39.06387988,-1.204298043,-3.425818706,-3.191974425,6.430717707,184.4660195,-6.825938588,-301.4652015,,,,-32.39300314,34.16621229,111.4900703,-25.04568455,-66.43995879,129.4943942,140.2499342,71.46788553
281,CMCSA,Comcast Corporation,USA,Communication Services,182000,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1.16E+11,1.21E+11,1.22E+11,1.24E+11,4.310344828,0.826446281,1.639344262,14159000000,5370000000,15388000000,16192000000,-62.07359277,186.5549348,5.224850533,20817000000,22624000000,23313000000,23298000000,8.680405438,3.045438472,-0.064341784,77935000000,83214000000,84810000000,86705000000,6.773593379,1.917946499,2.23440632,3.04,1.21,3.71,4.14,-60.19736842,206.6115702,11.5902965,-0.571075288,27.32100674,16.41150436,-14.50340648,36.92033052,15.42787691,-1.491016859,-28.17857789,28.19018702,-12.1692252,-4.920744147
282,CHTR,Charter Communications,USA,Communication Services,94500,USD,12/31/2024,0,0,0,0,,,,,,,,,,,51682000000,54022000000,54607000000,55085000000,4.527688557,1.082892155,0.875345652,4654000000,5055000000,4557000000,5083000000,8.616244091,-9.851632047,11.54268159,10855000000,12243000000,12506000000,13245000000,12.78673422,2.148166299,5.909163601,23456000000,29511000000,29967000000,30777000000,25.81429059,1.545186541,2.702973271,15.4,24.47,30.74,29.99,58.8961039,25.6232121,-2.439817827,10.15966389,59.45946905,15.75248166,-15.76397106,72.59636332,34.07397988,-1.404168381,-47.24231721,13.62918653,-11.28632098,15.67999737
283,BIDU,Baidu,China,Communication Services,35900,CNY,12/31/2024,0,0,0,0,,,,,,,,,,,17369096949,17254970682,18778933041,18573422050,-0.657065058,8.832019405,-1.094369901,1426717851,1054621576,2834321645,3314963440,-26.08057891,168.7524805,16.95791287,1467457300,2219881452,3049319905,2967561968,51.27400654,37.36408772,-2.681185954,8396093638,8334844945,9705894849,9350959369,-0.729490352,16.449615,-3.656906298,3.917684065,2.76805028,7.69026872,9.197070284,-29.34472933,177.8225806,19.59361394,-16.26863102,-9.311043218,40.8358403,-31.42627832,-19.13816952,69.61154959,-31.38808966,-23.18850686,0.193501368,-28.09478699,3.55897457
284,IPG,Interpublic Group,USA,Communication Services,51500,USD,12/31/2024,0,0,0,0,,,,,,,,,,,10240700000,10927800000,10889300000,10691700000,6.70950228,-0.352312451,-1.814625366,952800000,938000000,1098400000,689500000,-1.553316541,17.10021322,-37.22687546,1446800000,1483600000,1482700000,1430300000,2.543544374,-0.060663252,-3.534093208,1852900000,1844700000,1814200000,1819700000,-0.442549517,-1.653385374,0.303163929,2.39,2.37,2.85,1.83,-0.836820084,20.25316456,-35.78947368,15.53504952,4.974538593,-11.92635547,9.609059333,18.46239539,6.154374479,66.45491072,-8.384992273,-0.359319701,-11.19869312,-11.42914756
285,0700.HK,Tencent,China,Communication Services,109414,CNY,12/31/2024,0,0,0,0,,,,,,,,,,,78146914643,77370353763,84968958722,92118174066,-0.993719181,9.821080801,8.413914271,31366864918,26263411733,16074782309,27076805540,-16.27020487,-38.79400562,68.44275101,17068852785,15896756495,23112382723,29129543633,-6.866872102,45.39055643,26.03435995,34313778123,33309522785,40894175877,48726335078,-2.926682496,22.77022442,19.15226076,3.231810316,2.698430467,1.65845835,2.858179336,-16.504058,-38.53988938,72.33953062,32.98043323,25.70492725,116.5001178,-23.8427082,22.01280782,49.33380625,-20.30258009,-24.78882813,-6.789354306,40.87312735,24.09547863
286,0941.HK,China Mobile,China,Communication Services,455405,CNY,12/31/2024,0,0,0,0,,,,,,,,,,,1.18E+11,1.31E+11,1.41E+11,1.45E+11,11.01694915,7.633587786,2.836879433,16204813703,17503871977,18383816187,19305615995,8.016496196,5.027140344,5.014191823,17335193913,18829717835,20149982945,22049110990,8.621327973,7.011603262,9.424961054,73549356132,78177050674,83377329811,84852181601,6.291957925,6.651925459,1.76888825,0.735263356,0.791070821,0.82036974,0.858039779,7.59013278,3.703703666,4.591836725,-0.970143241,-2.906161416,0.372472156,-2.618327182,-7.591393062,-29.20188565,17.00990696,20.51118248,35.35682137,25.84463264,15.96561734
287,T,AT&T,USA,Communication Services,139970,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1.34E+11,1.21E+11,1.22E+11,1.22E+11,-9.701492537,0.826446281,0,20081000000,-8524000000,14400000000,10948000000,-142.4480853,-268.9347724,-23.97222222,26110000000,22911000000,24654000000,24124000000,-12.25201072,7.607699358,-2.149752576,73631000000,69893000000,72305000000,73115000000,-5.076666078,3.450989369,1.120254478,2.76,-1.13,1.97,1.49,-140.942029,-274.3362832,-24.36548223,11.37242703,33.27131251,-2.827500014,-21.36260505,48.5372383,-20.56635802,-7.244262469,5.695092806,-3.256578901,42.57799683,25.87926695
288,DTE.DE,Deutsche Telekom,Germany,Communication Services,198678,EUR,12/31/2024,0,0,0,0,,,,,,,,,,,1.25E+11,1.33E+11,1.30E+11,1.35E+11,6.4,-2.255639098,3.846153846,4882668571,9354940431,20798110285,13105802686,91.5948276,122.3222097,-36.98560828,15516737216,16446268229,24747740178,28304511681,5.990505607,50.4763259,14.37210621,71029030902,74316881483,78129712472,82278110003,4.628882781,5.130504554,5.309628565,1.017222619,1.882446456,4.174120402,2.654132581,85.05747128,121.7391304,-36.41456582,29.57679211,3.463476609,-5.736805826,4.889144915,3.512402436,2.445527372,11.83698897,18.07359638,19.71051988,37.043616,10.72081819
289,0728.HK,China Telecom,China,Communication Services,277674,CNY,12/31/2024,0,0,0,0,,,,,,,,,,,61325847004,67170981402,71649949050,73863552161,9.531273816,6.668009838,3.089469205,3620369794,3849738476,4247785222,4605790112,6.335504245,10.33957887,8.428036525,4317823591,4663690358,5180048931,5553261355,8.010210693,11.071888,7.204804993,36685037325,39234740896,41633903830,42995605984,6.950254809,6.114894298,3.270656914,0.043250786,0.041855599,0.046041159,0.050226719,-3.225807272,10.00000024,9.090909288,-18.66511117,2.036283667,6.192364254,9.84032487,-15.85845533,-29.37756385,26.31661959,33.41485491,29.23365977,38.74889716,15.22633232
290,BHARTIARTL.NS,Bharti Airtel,India,Communication Services,28673,INR,3/31/2025,0,0,0,0,,,,,,,,,,,13604739641,16242635165,17507728671,20192888937,19.38953331,7.788720815,15.33699954,496682508.9,974232661.4,871637005.3,3917066896,96.14797057,-10.53091938,349.3919914,2890526676,4108799022,4523850922,5555142130,42.14707154,10.10153813,22.79675493,8304539954,10257487781,11720967130,13830464092,23.51662871,14.26742474,17.99763568,-0.321246155,0.08906643,0.17007836,0.149416816,-127.7252906,90.95674992,-12.14824978,-5.483889901,-9.735401263,75.18549545,-39.1026037,58.73922244,13.58480413,35.11072995,17.72069258,28.61287566,54.63381054,27.25046928
