Id,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ESG Rank Year,ESG Rank,Average Rank,Years Appeared,Fin Metrics Year,Stock_Performance per,ReportDate,TotalRevenueIncr per,NetIncomeIncr per,OperatingIncomeIncr per,GrossProfitIncr per,DilutedEPSIncr per,TotalRevenue,NetIncome,OperatingIncome,GrossProfit,DilutedEPS,Net Margin per,Operating Margin per,Gross Margin per,ToralRevenue per employee,NetIncome per employee
2536,TECHM.NS,Tech Mahindra Ltd,India,Communication Services,148731,INR,2025,,72,1,2024,40.54,3/31/2025,1.91,80.32,63.25,8.34,80.25,6120133812,491047059.5,593460661.2,2024340492,0.553,8.02,9.7,33.08,4.11E+04,3301.58
2537,TECK,Teck Resources Ltd,Canada,Materials,7200,CAD,2017,,71.42857143,7,2016,450.06,12/31/2024,,,,,,,,,,,,,,,
2538,TECK,Teck Resources Ltd,Canada,Materials,7200,CAD,2018,,71.42857143,7,2017,30.23,12/31/2024,,,,,,,,,,,,,,,
2539,TECK,Teck Resources Ltd,Canada,Materials,7200,CAD,2025,,71.42857143,7,2024,-1.55,12/31/2024,39.98,-83.15,2061.11,44.51,-83.01,6597861553,295502679.6,566258829.4,1169637453,0.568,4.48,8.58,17.73,9.16E+05,41042.04
2540,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2016,,74.5,2,2015,-7.56,12/31/2024,,,,,,,,,,,,,,,
2541,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2017,,74.5,2,2016,11.93,12/31/2024,,,,,,,,,,,,,,,
2542,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2018,,74.5,2,2017,21.71,12/31/2024,,,,,,,,,,,,,,,
2543,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2019,,74.5,2,2018,9.03,12/31/2024,,,,,,,,,,,,,,,
2544,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2020,,74.5,2,2019,21.44,12/31/2024,,,,,,,,,,,,,,,
2545,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2021,,74.5,2,2020,-0.15,12/31/2024,,,,,,,,,,,,,,,
2546,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2022,,74.5,2,2021,6.25,12/31/2024,,,,,,7979234939,1130647214,1286806235,3488555147,0.337,14.17,16.13,43.72,,
2547,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2023,,74.5,2,2022,-19.68,12/31/2024,9.1,-34.53,-17.73,7.06,-34.31,8705631853,740253104.1,1058643740,3734684082,0.221,8.5,12.16,42.9,,
2548,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2018,,67,2,2017,42.73,12/31/2024,,,,,,,,,,,,,,,
2549,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2019,,67,2,2018,2.89,12/31/2024,,,,,,,,,,,,,,,
2550,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2020,,67,2,2019,-1.4,12/31/2024,,,,,,,,,,,,,,,
2551,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2021,,67,2,2020,-2.02,12/31/2024,,,,,,,,,,,,,,,
2552,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2022,,67,2,2021,0.72,12/31/2024,,,,,,9618251906,151273649.9,1921709960,7084715272,0.108,1.57,19.98,73.66,8.85E+05,13920.46
2553,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2023,,67,2,2022,-28.12,12/31/2024,-20.87,2839.33,-13.91,-17.47,2844.04,7610906012,4446435497,1654407045,5846904772,3.177,58.42,21.74,76.82,7.00E+05,409168.63
2554,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2024,,67,2,2023,37.34,12/31/2024,4.65,-69.42,7.88,3.96,-69.15,7964834872,1359680830,1784692466,6078171294,0.98,17.07,22.41,76.31,7.33E+05,125120.16
2555,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2025,,67,2,2024,16.9,12/31/2024,-0.65,33.51,0.45,1.31,34.55,7912958306,1815283799,1792810554,6157570160,1.319,22.94,22.66,77.82,7.28E+05,167045.53
2556,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2017,,61.625,8,2016,17.75,12/31/2024,,,,,,,,,,,,,,,
2557,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2019,,61.625,8,2018,-0.31,12/31/2024,,,,,,,,,,,,,,,
2558,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2016,,67,7,2015,6.83,12/31/2024,,,,,,,,,,,,,,,
2559,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2017,,67,7,2016,-7.38,12/31/2024,,,,,,,,,,,,,,,
2560,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2018,,67,7,2017,44.91,12/31/2024,,,,,,,,,,,,,,,
2561,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2016,,69,1,2015,7.58,12/31/2024,,,,,,,,,,,,,,,
2562,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2017,,69,1,2016,39.93,12/31/2024,,,,,,,,,,,,,,,
2563,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2019,,69,1,2018,-8.43,12/31/2024,,,,,,,,,,,,,,,
2564,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2020,,69,1,2019,41.48,12/31/2024,,,,,,,,,,,,,,,
2565,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2021,,69,1,2020,29.7,12/31/2024,,,,,,,,,,,,,,,
2566,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2022,,69,1,2021,17.78,12/31/2024,,,,,,18344000000,7769000000,9156000000,12376000000,8.26,42.35,49.91,67.47,5.40E+05,228500
2567,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2023,,69,1,2022,-10.02,12/31/2024,9.18,12.61,13.55,11.27,13.92,20028000000,8749000000,10397000000,13771000000,9.41,43.68,51.91,68.76,5.89E+05,257323.53
2568,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2024,,69,1,2023,5.14,12/31/2024,-12.53,-25.59,-29.49,-19.98,-24.87,17519000000,6510000000,7331000000,11019000000,7.07,37.16,41.85,62.9,5.15E+05,191470.59
2569,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2025,,69,1,2024,14.49,12/31/2024,-10.72,-26.28,-27.15,-17.47,-26.45,15641000000,4799000000,5341000000,9094000000,5.2,30.68,34.15,58.14,4.60E+05,141147.06
2570,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2018,,56,2,2017,14.44,10/31/2024,,,,,,,,,,,,,,,
2571,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2019,,56,2,2018,-5.04,10/31/2024,,,,,,,,,,,,,,,
2572,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2020,,56,2,2019,12.69,10/31/2024,,,,,,,,,,,,,,,
2573,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2021,,56,2,2020,3.32,10/31/2024,,,,,,,,,,,,,,,
2574,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2022,,56,2,2021,40,10/31/2024,,,,,,30762847920,10406643627,13008304534,28748353020,5.619,33.83,42.29,93.45,3.05E+05,103198.54
2575,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2023,,56,2,2022,-7.7,10/31/2024,8.27,21.9,21.9,21.9,22.67,33307373456,12685507888,15856884860,35043715541,6.893,38.09,47.61,105.21,3.30E+05,125797.13
2576,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2024,,56,2,2023,1.17,10/31/2024,12.59,-38.99,-38.99,-38.99,-41.71,37501182421,7739841120,9674801400,21381311094,4.018,20.64,25.8,57.02,3.72E+05,76752.92
2577,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2025,,56,2,2024,-6.07,10/31/2024,9.18,-16.85,-16.85,-16.85,-14.49,40945317101,6435553431,8044441789,17778216354,3.435,15.72,19.65,43.42,4.06E+05,63818.82
2578,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2016,,93.5,2,2015,1.86,3/31/2025,,,,,,,,,,,,,,,
2579,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2017,,93.5,2,2016,-3.78,3/31/2025,,,,,,,,,,,,,,,
2580,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2018,,93.5,2,2017,6.31,3/31/2025,,,,,,,,,,,,,,,
2581,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2021,,93.5,2,2020,8.03,3/31/2025,,,,,,,,,,,,,,,
2582,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2022,,93.5,2,2021,34.78,3/31/2025,,,,,,2.15E+11,19491397072,20487033919,40839213092,1.404,9.08,9.55,19.03,5.59E+05,50778.29
2583,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2023,,93.5,2,2022,-13.85,3/31/2025,18.4,-13.99,-9.04,5.72,-12.55,2.54E+11,16764129275,18635969769,43173597362,1.227,6.6,7.33,16.99,6.62E+05,43673.31
2584,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2024,,93.5,2,2023,48.47,3/31/2025,21.37,101.73,96.44,48.4,103.9,3.08E+11,33817520235,36607773589,64068266149,2.503,10.97,11.87,20.77,8.03E+05,88100.18
2585,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2025,,93.5,2,2024,24.01,3/31/2025,6.52,-3.64,-10.41,2.24,-1.74,3.29E+11,32587578482,32796162576,65502504053,2.459,9.92,9.98,19.94,8.56E+05,84895.98
2586,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2016,,25,3,2015,-10.35,12/31/2024,,,,,,,,,,,,,,,
2587,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2017,,25,3,2016,40.81,12/31/2024,,,,,,,,,,,,,,,
2588,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2018,,25,3,2017,20.04,12/31/2024,,,,,,,,,,,,,,,
2589,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2019,,25,3,2018,3.59,12/31/2024,,,,,,,,,,,,,,,
2590,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2020,,25,3,2019,50.55,12/31/2024,,,,,,,,,,,,,,,
2591,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2022,,25,3,2021,41.21,12/31/2024,,,,,,14136400000,1423400000,2023300000,4469600000,5.87,10.07,14.31,31.62,3.14E+05,31631.11
2592,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2023,,25,3,2022,-14.64,12/31/2024,13.12,23.4,19.55,11.08,27.43,15991700000,1756500000,2418900000,4964800000,7.48,10.98,15.13,31.05,3.55E+05,39033.33
2593,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2016,,56.25,4,2015,34.93,12/31/2024,,,,,,,,,,,,,,,
2594,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2021,,56.25,4,2020,21.74,12/31/2024,,,,,,,,,,,,,,,
2595,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2022,,56.25,4,2021,21.06,12/31/2024,,,,,,6644048461,1216791288,1520414067,4990224385,4.336,18.31,22.88,75.11,7.34E+05,134422.37
2596,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2023,,56.25,4,2022,-26.59,12/31/2024,-4.5,-60.49,-46.97,-11.45,44.56,6345026027,480736066.6,806210484.9,4418631502,6.268,7.58,12.71,69.64,7.01E+05,53108.27
2597,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2024,,56.25,4,2023,8.57,12/31/2024,-4.8,-17.94,-9.7,-7.73,-60.73,6040253162,394479595.3,728004617.6,4077055876,2.461,6.53,12.05,67.5,6.67E+05,43579.27
2598,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2025,,56.25,4,2024,139.71,12/31/2024,17.14,210.5,36.49,24.12,-17.76,7075330817,1224841892,993674549.1,5060379648,2.024,17.31,14.04,71.52,7.82E+05,135311.74
2599,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2016,,44,5,2015,20.78,12/31/2024,,,,,,,,,,,,,,,
2600,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2017,,44,5,2016,45.21,12/31/2024,,,,,,,,,,,,,,,
2601,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2021,,44,5,2020,-7.5,12/31/2024,,,,,,,,,,,,,,,
2602,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2022,,44,5,2021,-9.04,12/31/2024,,,,,,27664680356,711856256.1,1056135735,2219062732,0.621,2.57,3.82,8.02,2.46E+06,63270.49
2603,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2023,,44,5,2022,-2.52,12/31/2024,5.74,-7.93,-6.82,0.06,374.07,29253046121,655408871.2,984157585.1,2220498040,2.944,2.24,3.36,7.59,2.60E+06,58253.39
2604,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2016,,73.5,2,2015,-4.73,12/31/2024,,,,,,,,,,,,,,,
2605,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2017,,73.5,2,2016,-45.86,12/31/2024,,,,,,,,,,,,,,,
2606,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2018,,73.5,2,2017,14.98,12/31/2024,,,,,,,,,,,,,,,
2607,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2019,,73.5,2,2018,-35.75,12/31/2024,,,,,,,,,,,,,,,
2608,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2020,,73.5,2,2019,35.94,12/31/2024,,,,,,,,,,,,,,,
2609,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2021,,73.5,2,2020,-41.62,12/31/2024,,,,,,,,,,,,,,,
2610,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2023,,73.5,2,2022,3.58,12/31/2024,12.65,208.11,208.11,208.11,230.74,24194365150,7427257220,9284071525,20517798070,3.515,30.7,38.37,84.8,3.49E+05,107184.71
2611,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2025,,73.5,2,2024,68.53,12/31/2024,4.81,2.23,2.23,2.23,13.78,30568143334,11177688591,13972110739,30878364733,6.601,36.57,45.71,101.01,4.41E+05,161308.17
2612,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2017,,62.5,8,2016,13.57,12/31/2024,,,,,,,,,,,,,,,
2613,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2018,,62.5,8,2017,24.68,12/31/2024,,,,,,,,,,,,,,,
2614,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2016,,22,2,2015,3.37,,,,,,,,,,,,,,,,
2615,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2017,,22,2,2016,-2.76,,,,,,,,,,,,,,,,
2616,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2018,,22,2,2017,-8.71,,,,,,,,,,,,,,,,
2617,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2019,,22,2,2018,-10.55,,,,,,,,,,,,,,,,
2618,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2020,,22,2,2019,33.46,,,,,,,,,,,,,,,,
2619,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2021,,22,2,2020,-3.75,,,,,,,,,,,,,,,,
2620,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2022,,22,2,2021,20.62,,,,,,,2429225845,609187499,833568426.1,2206457236,0.891,25.08,34.31,90.83,4.05E+05,101531.25
2621,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2023,,22,2,2022,-9.34,,3.03,-112.53,-0.48,1.83,-112.52,2502720676,-76316387.18,829537631,2246899547,-0.112,-3.05,33.15,89.78,4.17E+05,-12719.4
2622,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2017,,23.5,4,2016,43.62,12/31/2024,,,,,,,,,,,,,,,
2623,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2018,,23.5,4,2017,15.8,12/31/2024,,,,,,,,,,,,,,,
2624,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2022,,23.5,4,2021,13.67,12/31/2024,,,,,,11286946788,1479010961,1642323213,3893042070,2.772,13.1,14.55,34.49,7.10E+05,93078.1
2625,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2023,,23.5,4,2022,9.06,12/31/2024,19.42,18.66,37.68,26.77,18.67,13479011245,1755031669,2261069634,4935020243,3.289,13.02,16.77,36.61,8.48E+05,110448.81
2626,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2024,,23.5,4,2023,1.95,12/31/2024,-10.75,-74.57,-68.01,-28.45,-74.48,12029902527,446233478.1,723404272.4,3530764891,0.84,3.71,6.01,29.35,7.57E+05,28082.66
2627,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2025,,23.5,4,2024,-18.46,12/31/2024,-1.16,12.37,-5.09,55.31,12.33,11890742087,501437619.7,686601511.4,5483611401,0.943,4.22,5.77,46.12,7.48E+05,31556.8
2628,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2016,,33,4,2015,38.18,12/31/2024,,,,,,,,,,,,,,,
2629,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2017,,33,4,2016,18.7,12/31/2024,,,,,,,,,,,,,,,
2630,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2022,,33,4,2021,-18.92,12/31/2024,,,,,,19852789429,201265099.6,803910312.3,3496262302,-5.233,1.01,4.05,17.61,1.87E+05,1896.94
2631,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2023,,33,4,2022,-36.1,12/31/2024,16.08,31.43,-9.16,13.39,-115.82,23044278866,264519845.2,730304790.1,3964347420,0.828,1.15,3.17,17.2,2.17E+05,2493.12
2632,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2024,,33,4,2023,-16.26,12/31/2024,10.02,-3.91,31.97,14.62,30.56,25352502038,254169068.7,963772305.7,4543990907,1.081,1,3.8,17.92,2.39E+05,2395.56
2633,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2025,,33,4,2024,-32.36,12/31/2024,-2.5,-26.7,9.67,3.29,-4.26,24717654409,186313978,1056929295,4693502124,1.035,0.75,4.28,18.99,2.33E+05,1756.02
2634,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2016,,43.66666667,6,2015,-21.51,12/31/2024,,,,,,,,,,,,,,,
2635,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2017,,43.66666667,6,2016,31.88,12/31/2024,,,,,,,,,,,,,,,
2636,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2023,,43.66666667,6,2022,-19.65,12/31/2024,116.6,96.55,110.28,59.37,96.81,11898880098,1974711950,2101136335,3404236998,5.681,16.6,17.66,28.61,2.76E+06,457745
2637,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2024,,43.66666667,6,2023,8.56,12/31/2024,1,31.98,86.56,58.93,31.98,12017808220,2606262281,3919934538,5410306051,7.499,21.69,32.62,45.02,2.79E+06,604140.54
2638,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2016,,24.625,8,2015,110.47,12/31/2024,,,,,,,,,,,,,,,
2639,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2017,,24.625,8,2016,-2.77,12/31/2024,,,,,,,,,,,,,,,
2640,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2016,,66.66666667,6,2015,41.56,,,,,,,,,,,,,,,,
2641,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2017,,66.66666667,6,2016,-0.54,,,,,,,,,,,,,,,,
2642,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2018,,66.66666667,6,2017,27.13,,,,,,,,,,,,,,,,
2643,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2019,,66.66666667,6,2018,46.51,,,,,,,,,,,,,,,,
2644,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2019,,48,3,2018,-0.58,12/31/2024,,,,,,,,,,,,,,,
2645,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2020,,48,3,2019,28.56,12/31/2024,,,,,,,,,,,,,,,
2646,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2021,,48,3,2020,7.86,12/31/2024,,,,,,,,,,,,,,,
2647,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2022,,48,3,2021,18.14,12/31/2024,,,,,,10025302135,28397930517,608395644.1,4428982278,1.449,283.26,6.07,44.18,3.71E+06,10517752.04
2648,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2023,,48,3,2022,-23.5,12/31/2024,10.07,-104.09,6.99,10.21,1715.08,11035077892,-1161587147,650948836.6,4880966188,26.302,-10.53,5.9,44.23,4.09E+06,-430217.46
2649,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2024,,48,3,2023,10.94,12/31/2024,-96.75,-140.1,-125.8,-97.86,-104.29,358826920.5,465784944.9,-167912597.4,104657851.8,-1.127,129.81,-46.79,29.17,1.33E+05,172512.94
2650,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2025,,48,3,2024,-73.42,12/31/2024,-4.81,-1582.47,-6.85,-5.49,-139.8,341575626.3,-6905118047,-156411734.6,98907420.4,0.449,-2021.55,-45.79,28.96,1.27E+05,-2557451.13
2651,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2016,,11,1,2015,4.29,12/31/2024,,,,,,,,,,,,,,,
2652,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2017,,11,1,2016,28.06,12/31/2024,,,,,,,,,,,,,,,
2653,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2018,,11,1,2017,64.4,12/31/2024,,,,,,,,,,,,,,,
2654,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2019,,11,1,2018,79.57,12/31/2024,,,,,,,,,,,,,,,
2655,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2020,,11,1,2019,-25.16,12/31/2024,,,,,,,,,,,,,,,
2656,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2021,,11,1,2020,-44.36,12/31/2024,,,,,,,,,,,,,,,
2657,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2022,,11,1,2021,4.44,12/31/2024,,,,,,101678086.1,10984694.79,12223512.35,20298275.95,0.132,10.8,12.02,19.96,1.57E+05,17004.17
2658,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2023,,11,1,2022,-44.3,12/31/2024,-29.64,-77.39,-98.57,-63.15,-77.44,71541561.73,2483933.16,174448.9168,7480106.795,0.03,3.47,0.24,10.46,1.11E+05,3845.1
2659,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2024,,11,1,2023,24.79,12/31/2024,-16.44,-89.81,-2073.21,-82.33,-92.05,59778314.15,253174.4082,-3442250.947,1321437.001,0.002,0.42,-5.76,2.21,9.25E+04,391.91
2660,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2016,,88,1,2015,12.67,12/31/2024,,,,,,,,,,,,,,,
2661,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2017,,88,1,2016,3.59,12/31/2024,,,,,,,,,,,,,,,
2662,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2019,,88,1,2018,-19.64,12/31/2024,,,,,,,,,,,,,,,
2663,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2020,,88,1,2019,-25.61,12/31/2024,,,,,,,,,,,,,,,
2664,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2021,,88,1,2020,-12.9,12/31/2024,,,,,,,,,,,,,,,
2665,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2022,,88,1,2021,53.47,12/31/2024,,,,,,5495112263,223116739,361127093.1,2399079988,0.38,4.06,6.57,43.66,2.97E+05,12066.89
2666,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2023,,88,1,2022,-34.56,12/31/2024,22.27,-132.99,-57.01,4.07,-133.33,6718804069,-73605522.16,155261648.3,2496837322,-0.127,-1.1,2.31,37.16,3.63E+05,-3980.83
2667,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2024,,88,1,2023,70.45,12/31/2024,2.96,-503.13,234.81,19.62,-500,6917768996,296722261.2,519839000.2,2986774079,0.506,4.29,7.51,43.18,3.74E+05,16047.72
2668,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2025,,88,1,2024,32.98,12/31/2024,7.22,94.96,50.44,14.56,93.18,7416906443,578493400.7,782058672.9,3421506694,0.978,7.8,10.54,46.13,4.01E+05,31286.83
2669,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2017,,59.66666667,3,2016,3.68,9/30/2024,,,,,,,,,,,,,,,
2670,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2018,,59.66666667,3,2017,1.6,9/30/2024,,,,,,,,,,,,,,,
2671,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2021,,59.66666667,3,2020,-17.08,9/30/2024,,,,,,,,,,,,,,,
2672,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2022,,59.66666667,3,2021,16.03,9/30/2024,,,,,,13550973625,3518611515,4398264394,9720164311,0.411,25.97,32.46,71.73,3.97E+05,102979.73
2673,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2023,,59.66666667,3,2022,14.46,9/30/2024,-2.82,4.32,4.32,4.32,116.33,13168684027,3670753750,4588442188,10140457235,0.888,27.87,34.84,77,3.85E+05,107432.5
2674,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2024,,59.66666667,3,2023,4.69,9/30/2024,4.65,26.36,26.36,26.36,10.6,13780476318,4638404150,5798005188,12813591465,0.982,33.66,42.07,92.98,4.03E+05,135752.87
2675,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2025,,59.66666667,3,2024,49.4,9/30/2024,0.99,-2.85,-2.85,-2.85,28.08,13916501791,4506246700,5632808375,12448506509,1.258,32.38,40.48,89.45,4.07E+05,131885
2676,WPM.TO,Wheaton Precious Metals Corp,Canada,Financials,44,USD,2016,,31.5,2,2015,-26.15,12/31/2024,,,,,,,,,,,,,,,
2677,WPM.TO,Wheaton Precious Metals Corp,Canada,Financials,44,USD,2017,,31.5,2,2016,49.01,12/31/2024,,,,,,,,,,,,,,,
2678,WPM.TO,Wheaton Precious Metals Corp,Canada,Financials,44,USD,2018,,31.5,2,2017,8.42,12/31/2024,,,,,,,,,,,,,,,
